url	title	date	words	tags	genre	outlet	highlight
https://www.anderson.ucla.edu/faculty-and-research/anderson-review/cali-foreclosures	The Housing Meltdown Would Have Been Far Worse Without California's Anti-Foreclosure Laws	1/10/18	1130	Dataviz	Journalism	UCLA Anderson Review	Y
https://www.spotangels.com/blog/sf-parking-car-break-ins/	The Worst Parking Spots in SF for Car Break-Ins	12/14/17	572	Dataviz	Company Blog	SpotAngels	
https://www.anderson.ucla.edu/faculty-and-research/anderson-review/noncompete	Non-compete Agreements Reduce Worker Pay -- and Overall Economic Activity	11/22/17	0	Dataviz	Journalism	UCLA Anderson Review, <a href= "https://work.qz.com/1153267/noncompete-agreements-reduce-worker-pay-and-overall-economic-activity/">Quartz</a>	
http://blog.secondmeasure.com/2017/11/16/one-year-after-election-trump-bump-subscribers-still-with-the-new-york-times/	One Year After the Election, Trump Bump Subscribers Still With the New York Times	11/16/17	550	Dataviz	Company Blog	SecondMeasure	
http://www.splendorallaround.com/splendor-blog/2017/8/31/goodbye-dave	Goodbye, Dave	8/31/17	329	Photos	Personal Essay	Splendor All Around	
http://www.splendorallaround.com/splendor-blog/2017/7/31/days-123-north	Days 1, 2, 3: North	8/2/17	962	Photos	Personal Essay	Splendor All Around	
http://www.splendorallaround.com/splendor-blog/2017/7/26/day-13-day-0-home	Alignment Day 13 - Gas Cap Day 0: Home	7/26/17	522	Photos	Personal Essay	Splendor All Around	
https://pudding.cool/2017/06/best-sellers/	Bias, She Wrote: the Gender Balance of the New York Times Best Seller List	6/15/17	2159	Dataviz	Journalism	The Pudding	Y
http://www.splendorallaround.com/splendor-blog/2017/1/24/days-10-11-12-snakeride	Days 10, 11 & 12: Snakeride	1/24/17	4283	Photos	Personal Essay	Splendor All Around	
http://www.splendorallaround.com/splendor-blog/2016/12/11/day-9-the-days-of-poetry	Day 9: The Days of Poetry	12/11/16	4301	Photos	Personal Essay	Splendor All Around	Y
http://www.splendorallaround.com/splendor-blog/2016/11/20/day-8-the-great-vehicle	Day 8: The Great Vehicle	11/20/16	2989	Photos	Personal Essay	Splendor All Around	
http://www.splendorallaround.com/splendor-blog/2016/11/14/days-6-7-balance	Day 6 & 7: Balance	11/14/16	2419	Photos	Personal Essay	Splendor All Around	
http://www.splendorallaround.com/splendor-blog/2016/11/4/day-5-contrast	Day 5: Contrast	11/4/16	1694	Photos	Personal Essay	Splendor All Around	
http://www.splendorallaround.com/splendor-blog/2016/10/30/day-4-poco-y-poco	Day 4: Poco y Poco	10/30/16	1698	Photos	Personal Essay	Splendor All Around	
http://www.splendorallaround.com/splendor-blog/2016/10/22/days-2-3-migration	Days 2 & 3: Migration	10/22/16	1049	Photos	Personal Essay	Splendor All Around	
http://www.splendorallaround.com/splendor-blog/2016/10/19/day-1-santa-cruise	Day 1: When the Rain Came	10/19/16	1352	Photos	Personal Essay	Splendor All Around	
https://priceonomics.com/how-san-franciscos-most-diverse-high-achieving/	How San Francisco's Most-Diverse, High-Achieving School Became Mostly White	8/29/16	3961	Dataviz	Journalism	Priceonomics	Y
http://kernelmag.dailydot.com/issue-sections/headline-story/16223/james-moore-eternal-war-a-decade-of-civilization/	How a Fluke Video Game Called the Eternal War Became a Cultural Phenomenon	3/27/16	2642	n/a	Journalism	The Kernel	Y
http://priceonomics.com/monarchs-more-belligerent-queens-kings/	Which Monarchs Were More Belligerent: Kings or Queens?	1/26/16	1422	n/a	Journalism	Priceonomics	
http://priceonomics.com/algorithm-the-unfairness-of-gerrymandering/	Can an Algorithm Eliminate the Unfairness of Gerrymandering?	1/22/16	2210	n/a	Journalism	Priceonomics	
http://priceonomics.com/how-a-90-year-old-missing-person-became-a-hit-on/	How a 90-Year-Old Missing Person Became a Hit on Spotify	1/11/16	4294	n/a	Journalism	Priceonomics	Y
http://priceonomics.com/when-the-kkk-was-a-pyramid-scheme/	When the KKK Was a Pyramid Scheme	12/22/15	3000	Dataviz	Journalism	Priceonomics	
http://priceonomics.com/dealing-christmas-trees-in-new-york-city/	The Christmas Tree Salesmen of New York	12/23/14	4000	n/a	Journalism	Priceonomics	
http://priceonomics.com/the-first-quantified-brain/	The First Quantified Brain	12/10/15	2848	n/a	Journalism	Priceonomics	Y
http://priceonomics.com/surveying-the-ghost-cities-of-china/	Surveying the Ghost Cities of China	11/19/15	1541	Illustration	Journalism	Priceonomics	
http://priceonomics.com/how-filipino-soldiers-were-written-out-of-the/	How Filipino WWII Soldiers Were Written Out of History	11/11/15	2781	n/a	Journalism	Priceonomics	Y
http://priceonomics.com/after-the-snowden-revelations-did-we-change-our/	After the Snowden Revelations, Did We Change Our Behavior on the Internet?	11/3/15	1512	Dataviz	Journalism	Priceonomics	
http://priceonomics.com/the-rise-and-fall-of-ly/	The Rise and Fall of .Ly	10/23/15	2490	Dataviz	Journalism	Priceonomics	Y
http://priceonomics.com/the-economics-of-male-birth-control/	The Economics of Male Birth Control	10/19/15	3122	n/a	Journalism	Priceonomics	Y
http://priceonomics.com/the-most-important-comic-strip-in-feminist/	The Comic Strip that Accidentally Created a Branch of Feminist Critical Theory	10/8/15	2496	n/a	Journalism	Priceonomics	
http://priceonomics.com/dare-the-anti-drug-program-that-never-actually/	DARE: The Anti-Drug Program That Never Actually Worked	10/1/15	3381	Illustration	Journalism	Priceonomics	Y
http://priceonomics.com/the-cookie-butter-patent-wars/	The Cookie Butter Patent Wars	9/17/15	1175	n/a	Journalism	Priceonomics	
http://priceonomics.com/the-correlation-between-arts-and-crafts-and-a/	The Correlation Between Arts and Crafts and a Nobel Prize	9/11/15	1695	Dataviz	Journalism	Priceonomics	
http://priceonomics.com/the-cheese-board-collective/	The Cheese Board Collective	8/26/15	3145	n/a	Journalism	Priceonomics	
http://priceonomics.com/the-linguistics-of-writing-an-email-like-a-boss/	The Linguistics of Writing an Email Like a Boss	8/19/15	2491	Dataviz	Journalism	Priceonomics	
http://priceonomics.com/when-the-great-alpaca-bubble-burst/	When the Great Alpaca Bubble Burst	8/14/15	1951	n/a	Journalism	Priceonomics	
http://priceonomics.com/ephemerisle-the-first-step-in-seasteading-or-just/	Ephemerisle: The First Step in Seasteading or Just a Party?	8/7/15	5534	n/a	Journalism	Priceonomics	Y
http://priceonomics.com/music-publishing-economics/	Music Publishing Economics	7/14/15	3094	n/a	Journalism	Priceonomics	
http://priceonomics.com/the-united-states-of-beer/	The United States of Beer	7/10/15	0	Map	Journalism	Priceonomics	
http://priceonomics.com/impulsive-rich-kid-impulsive-poor-kid/	Impulsive Rich Kid, Impulsive Poor Kid	7/8/15	2629	Dataviz	Journalism	Priceonomics	Y
http://priceonomics.com/should-the-best-and-brightest-go-into-finance/	Should the 'Best and Brightest' Go Into Finance?	7/3/15	1706	Dataviz	Journalism	Priceonomics	
http://priceonomics.com/scientific-retractions-are-on-the-rise-and-that/	Scientific Retractions are on the Rise, and That May Be a Good Thing	6/24/15	1499	n/a	Journalism	Priceonomics	
http://priceonomics.com/are-you-concerned-your-4-year-old-cool-band/	Are You Concerned Your 4 Year Old Isnt In a Cool Band?	6/22/15	3894	n/a	Journalism	Priceonomics	
http://priceonomics.com/the-increasing-scarcity-of-helium/	The Increasing Scarcity of Helium	6/16/15	2197	Dataviz	Journalism	Priceonomics	
http://priceonomics.com/using-data-science-to-measure-a-musical-revolution/	Using Data Science to Measure a Musical Revolution	6/11/15	1790	n/a	Journalism	Priceonomics	
http://priceonomics.com/when-your-womens-empowerment-group-is-actually-a/	When Your Women's Empowerment Group is Actually a Pyramid Scheme	6/5/15	2572	n/a	Journalism	Priceonomics	
http://priceonomics.com/the-most-urbanized-states-in-america/	The Most Urbanized States in America	6/2/15	950	Dataviz	Journalism	Priceonomics	
http://priceonomics.com/machine-learning-makes-a-surprisingly-tasty-salad/	Machine Learning Makes a Surprisingly Tasty Salad	5/28/15	1626	n/a	Journalism	Priceonomics	
http://priceonomics.com/what-people-say-on-a-good-first-date/	What Do People Say on a Good First Date?	5/22/15	1453	Dataviz	Journalism	Priceonomics, <a href="https://www.washingtonpost.com/news/wonk/wp/2015/06/05/researchers-have-figured-out-what-to-say-and-what-not-to-say-on-a-first-date/?utm_term=.28022bb0fb0d">Washington Post</a>	
http://priceonomics.com/the-very-model-of-a-modern-mineral-dealer/	The Very Model of a Modern Mineral Dealer	5/20/15	3507	n/a	Journalism	Priceonomics	
http://priceonomics.com/how-to-turn-a-stadium-full-of-people-into/	How to Turn a Stadium Full of People into Thousands of Pixels	5/14/15	2268	n/a	Journalism	Priceonomics	
http://priceonomics.com/the-psychology-of-the-self-appointed-genius/	The Psychology of the Self-Appointed Genius	5/11/15	2107	n/a	Journalism	Priceonomics	
http://priceonomics.com/why-the-comic-book-store-just-wont-die/	Why the Comic Book Store Just Won't Die	5/5/15	2909	n/a	Journalism	Priceonomics	
http://priceonomics.com/are-the-later-harry-potter-books-more-adult/	Are the Later Harry Potter Books More Adult?	4/28/15	1665	Dataviz	Journalism	Priceonomics	
http://priceonomics.com/how-photography-was-optimized-for-white-skin/	How Photography Was Optimized for White Skin Color	4/24/15	2780	n/a	Journalism	Priceonomics	Y
http://priceonomics.com/how-culture-affects-hallucinations/	How Culture Affects Hallucinations	4/22/15	2217	n/a	Journalism	Priceonomics	
http://priceonomics.com/does-sugar-help-you-focus/	Does Sugar Help You Focus?	4/17/15	1630	Dataviz	Journalism	Priceonomics	
http://priceonomics.com/parsing-the-history-of-america/	Parsing the History of America	4/16/15	1115	n/a	Company Blog	Priceonomics	
http://priceonomics.com/why-is-bear-bile-so-expensive/	Why is Bear Bile So Expensive?	4/15/15	2146	Dataviz	Journalism	Priceonomics	
http://priceonomics.com/why-nobel-winning-scientists-are-getting-older/	Why Nobel-Winning Scientists are Getting Older	4/10/15	2025	Dataviz	Journalism	Priceonomics	
http://priceonomics.com/endangered-dog-breeds-and-the-market-forces-behind/	Endangered Dog Breeds and the Market Forces Behind Them	4/8/15	4114	n/a	Journalism	Priceonomics	Y
http://priceonomics.com/why-do-people-still-die-of-rabies/	Why Do People Still Die of Rabies?	4/2/15	3384	n/a	Journalism	Priceonomics	
http://priceonomics.com/the-invention-of-the-baby-carrot/	The Invention of the Baby Carrot	3/27/15	1947	n/a	Journalism	Priceonomics	
http://priceonomics.com/where-are-all-the-white-people-in-san-francisco/	Where Are All the White People in San Francisco Public Schools?	3/24/15	1712	Dataviz	Journalism	Priceonomics, <a href="https://www.washingtonpost.com/news/wonk/wp/2015/03/27/these-charts-show-how-white-kids-win-san-franciscos-school-lottery/?utm_term=.7733e1301266">Washington Post</a>	Y
http://priceonomics.com/who-invented-the-computer-virus/	Who Invented the Computer Virus?	3/17/15	2205	n/a	Journalism	Priceonomics	
http://priceonomics.com/the-history-of-lorem-ipsum/	The History of Lorem Ipsum	3/13/15	2249	n/a	Journalism	Priceonomics	
http://priceonomics.com/extracting-keywords-from-text-inspired-by-quantum/	Extracting Keywords from Text, Inspired by Quantum Mechanics	3/10/15	1493	n/a	Company Blog	Priceonomics	
http://priceonomics.com/the-email-scam-with-centuries-of-history/	The Email Scam with Centuries of History	3/5/15	2486	n/a	Journalism	Priceonomics	Y
http://priceonomics.com/how-autocomplete-was-built-into-chinese/	How Autocomplete Was Built into Chinese Typewriters	3/2/15	2684	n/a	Journalism	Priceonomics	Y
http://priceonomics.com/too-many-tubas/	Too Many Tubas	2/20/15	3813	n/a	Journalism	Priceonomics	Y
http://priceonomics.com/how-us-cities-count-their-homeless/	How U.S. Cities Count Their Homeless	2/17/15	3476	Dataviz	Journalism	Priceonomics	
http://priceonomics.com/if-someone-tells-you-theyre-a-narcissist-believe/	If Someone Tells You Theyre a Narcissist, Believe Them	2/11/15	1908	n/a	Journalism	Priceonomics	
http://priceonomics.com/what-parts-of-san-francisco-are-built-on-land-fill/	What Parts of San Francisco are Built on Land Fill?	2/9/15	1396	Map	Journalism	Priceonomics	
http://priceonomics.com/the-independent-discovery-of-tcpip-by-ants/	The Independent Discovery of TCP/IP, By Ants	2/3/15	1934	n/a	Journalism	Priceonomics	
http://priceonomics.com/why-every-movie-looks-sort-of-orange-and-blue/	Why Every Movie Looks Sort of Orange and Blue	1/28/15	1918	n/a	Journalism	Priceonomics	
http://priceonomics.com/what-is-the-average-color-of-the-universe/	What is the Average Color of the Universe?	1/26/15	1550	n/a	Journalism	Priceonomics	Y
http://priceonomics.com/the-most-and-least-segregated-cities-in-america/	The Least Segregated Cities in America	1/21/15	1081	Dataviz	Journalism	Priceonomics	
http://priceonomics.com/a-designers-war-on-misleading-parking-signs/	A Designer's War on Misleading Parking Signs	1/15/15	2488	n/a	Journalism	Priceonomics	Y
http://priceonomics.com/the-science-of-inherited-nostalgia/	The Science of Inherited Nostalgia	1/12/15	1187	Dataviz	Journalism	Priceonomics	
http://priceonomics.com/the-biology-teacher-with-a-diy-tattoo-kit-business/	The Biology Teacher With a DIY Tattoo Kit Business	1/7/15	2575	n/a	Journalism	Priceonomics	n/a	
https://www.amazon.com/Hipster-Business-Models-living-modern-ebook/dp/B00QXXFVWA	Hipster Business Models	12/11/14	40000	Co-author	Book	Priceonomics	Y
http://priceonomics.com/the-most-and-least-diverse-cities-in-america/	The Most and Least Diverse Cities in America	12/15/14	980	Dataviz	Journalism	Priceonomics	
http://priceonomics.com/how-diverse-is-your-city/	How Diverse is Your City?	12/12/14	1154	Dataviz	Journalism	Priceonomics	
http://priceonomics.com/why-you-tgif-even-if-you-dont-have-a-job/	Why You TGIF Even if You Dont Have A Job	12/8/14	1465	Dataviz	Journalism	Priceonomics	
http://priceonomics.com/better-than-sex-analyzing-yelp-metaphors-for-food/	Better than Sex: Analyzing Yelp Metaphors for Food	12/2/14	1546	Dataviz	Journalism	Priceonomics	
http://priceonomics.com/americans-smoke-more-than-the-french-sort-of/	Americans Smoke More Cigarettes than the French (Sort of)	11/26/14	853	Dataviz	Journalism	Priceonomics	
http://priceonomics.com/the-pig-apple-a-history-of-nycs-illegal-pet/	The Pig Apple: A History of NYC's Illegal Pet	11/21/14	2500	n/a	Journalism	Priceonomics	
http://priceonomics.com/why-cant-i-take-an-orange-through-customs/	Why Can't I Take an Orange Through Customs?	11/19/14	2330	n/a	Journalism	Priceonomics	
http://priceonomics.com/the-united-states-of-vehicle-theft/	The United States of Vehicle Theft	11/13/14	888	Map	Journalism	Priceonomics, <a href="https://www.vox.com/2014/11/18/7234313/map-the-most-stolen-vehicle-in-every-state">Vox</a>	
http://priceonomics.com/how-sad-do-you-get-sad-when-your-candidate-loses/	How Sad Do You Get When Your Candidate Loses?	11/11/14	1222	Dataviz	Journalism	Priceonomics	
http://priceonomics.com/information-immortality-llc/	Information Immortality LLC	11/7/14	2910	n/a	Journalism	Priceonomics	Y
http://priceonomics.com/youre-not-a-bad-person-youre-just-in-a-hurry/	Youre Not a Bad Person, Youre Just in a Hurry	11/4/14	1899	Dataviz	Journalism	Priceonomics	
http://priceonomics.com/the-origins-of-sexy-halloween-inc/	The Origins of Sexy Halloween, Inc.	10/31/14	3881	n/a	Journalism	Priceonomics	
http://priceonomics.com/man-writes-dissenting-opinion-in-all-caps/	The Man Who Writes His Dissenting Opinion in ALL CAPS	10/28/14	2970	n/a	Journalism	Priceonomics	
http://priceonomics.com/jehovahs-witnesses-a-case-study-in-viral-marketing/	Jehovah's Witnesses: A Case Study in Viral Marketing	10/23/14	2016	Dataviz	Journalism	Priceonomics	
http://priceonomics.com/america-is-becoming-less-religious-secular/	America is Becoming Less Religious	10/20/14	912	Dataviz	Journalism	Priceonomics	
http://priceonomics.com/mechanical-turk-new-face-of-behavioral-science/	Mechanical Turk: The New Face of Behavioral Science?	10/15/14	3615	n/a	Journalism	Priceonomics	
http://priceonomics.com/the-case-for-cheap-weddings-/	The Case for Cheap Weddings	10/10/14	1839	Dataviz	Journalism	Priceonomics	
http://priceonomics.com/before-the-guy-fawkes-mask-there-was-latex-richard/	Before the Guy Fawkes Mask, There Was Latex Richard Nixon	10/8/14	2415	n/a	Journalism	Priceonomics	
http://priceonomics.com/the-man-who-smuggles-traders-joes-into-canada/	The Man Who Smuggles Trader Joes into Canada	10/3/14	4077	n/a	Journalism	Priceonomics	Y
http://priceonomics.com/how-to-make-a-living-as-a-poet/	How to Make a Living as a Poet	9/30/14	2898	n/a	Journalism	Priceonomics	
http://priceonomics.com/should-you-return-your-tent-after-burning-man/	Should You Return Your Tent After Burning Man?	8/22/14	1975	n/a	Journalism	Priceonomics	
https://medium.com/i-love-charts/the-data-of-music-the-anatomy-of-pain-1f1b8331c2d2#.mgif71iwe	The Data of Music, the Anatomy of Pain	6/17/14	645	n/a	Company Blog	Plotly	Y
https://medium.com/@plotlygraphs/5-plots-on-gender-you-have-to-see-94f23cbee61e#.p6hhmsuys	5 Plots on Gender You Have to See	9/16/14	843	Dataviz	Company Blog	Plotly	Y
https://medium.com/i-love-charts/free-bathrooms-photosynthesis-global-education-inequality-7920f41ac747#.dbnkm2y0a	Free Bathrooms, Photosynthesis, Global Education Inequality	8/21/14	528	n/a	Company Blog	Plotly	
https://medium.com/i-love-charts/why-engineers-ignore-you-the-party-is-in-macau-534e2bd85f3d#.kz6gbn5i0	Why Engineers Ignore You & the Party is in Macau	7/31/14	760	n/a	Company Blog	Plotly	
https://medium.com/i-love-charts/all-the-worlds-economies-in-one-chart-the-best-burrito-bar-graph-3cd40a734590#.chw19nolc	All the World’s Economies in One Chart & the Best Burrito Bar Graph	6/5/14	743	n/a	Company Blog	Plotly	
http://blog.plot.ly/post/87019046912/two-graphs-on-economic-inequality-in-the-us	Two Graphs on Economic Inequality in the US	5/25/14	344	Dataviz	Company Blog	Plotly	
http://maplight.org/content/73409	Toss-Up Senate Races Are Key Targets for Dark Money	2/21/14	0	Dataviz	Company Blog	MapLight	
http://maplight.org/content/73416	Dark Money Groups Spent More on Toss-Up House Races in 2012	3/10/14	0	Dataviz	Company Blog	MapLight	
http://maplight.org/content/73385	State of Dark Money: In Nevada, the Candidate With the Most Dark Money Won Senate Seat	2/28/14	0	Dataviz	Company Blog	MapLight	
http://maplight.org/content/73410	Social Welfare' Groups Dominate Dark Money Spending on Congressional Elections	2/19/14	0	Dataviz	Company Blog	MapLight	
http://maplight.org/content/73337	Big Ag Interests Flood Washington GMO Initiative With Opposition Money — Echoes California Prop. 37	9/17/13	0	Dataviz	Company Blog	MapLight	
http://www.zyzzyva.org/issue/volume-29-2-fall-2013/	Going Solo	8/26/13	3794	n/a	Short Story	Zyzzyva	Y
http://maplight.org/content/73318	The Cost of a Seat in the California State Legislature	12/11/13	146	Dataviz	Company Blog	MapLight	
http://maplight.org/content/73283	Washington State GMO Labeling Initiative is Round Two for CA Prop. 37 Donors	8/13/13	447	Dataviz	Company Blog	MapLight	
http://maplight.org/content/73279	CA Prop. 8's Top 10 Supporting and Opposing Contributors	6/25/13	310	n/a	Company Blog	MapLight	
http://maplight.org/content/73261	California Passes Only a Fraction of Its Fracking Bills	6/5/13	443	n/a	Company Blog	MapLight	Y
http://maplight.org/content/73249	Cal-Access Database Available for Download by Labor Day, Says California Secretary of State	5/20/13	522	n/a	Journalism	MapLight	
http://www.eastbayexpress.com/oakland/matthew-melton-sober-serious-but-still-scuzzy/Content?oid=3467902	Matthew Melton: Sober, Serious, But Still Scuzzy	2/20/13	1104	n/a	Journalism	East Bay Express	Y
http://www.eastbayexpress.com/oakland/beck-gets-the-mcsweeneys-treatment/Content?oid=3417040	Beck Gets the McSweeney's Treatment	12/19/12	1045	n/a	Journalism	East Bay Express	
http://www.eastbayexpress.com/oakland/oneida/Content?oid=3395924	Oneida – A List of the Burning Mountains (album review)	11/21/12	277	n/a	Music Review	East Bay Express	
http://www.slate.com/blogs/future_tense/2012/09/18/theglint_what_the_failure_of_the_group_home_for_idealists_says_about_silicon_valley_.html	What the Failure of TheGlint, a Group Home for Idealist Techies, Says About Silicon Valley	9/18/12	576	n/a	Journalism	Slate	
http://www.sfgate.com/news/article/Sit-lie-law-primarily-enforced-in-Haight-3763521.php#photo-3286315	Sit/lie law primarily enforced in the Haight	8/3/12	0	Dataviz	Journalism	San Francisco Chronicle	Y
http://www.sfgate.com/opiniorticle/San-Francisco-s-urban-tech-boom-3850039.php#photo-3423564	San Francisco's urban tech boom	9/8/12	0	Dataviz	Journalism	San Francisco Chronicle	
http://blog.sfgate.com/inthepeninsula/2011/11/16/educator-brings-shop-culture-back-into-schools-with-digital-%E2%80%98fablab%E2%80%99/	Educator brings shop culture back Into schools	11/16/11	1419	Photo, Video	Journalism	SFGate	
http://www.kqed.org/news/story/2012/02/09/84271/silicon_valley_divided_new_report_shows_tech_sector_growing?source=peninsula+press&category=bay+area	Silicon Valley divided – new report shows tech sector growing, middle class hurting	2/9/12	819	Dataviz	Journalism	KQED	
http://blog.sfgate.com/inthepeninsula/2012/02/22/developers-and-city-disagree-downtown-palo-alto-lot-%E2%80%98in-flux%E2%80%99-for-a-year/	Developers and city disagree downtown lot in 'flux' for a year	2/22/12	1306	Photo	Journalism	SFGate	Y
http://peninsulapress.com/2012/03/13/mother-and-son-entrepreneurs-share-their-secrets-to-successful-startups/	Mother and son entrepreneurs share their secrets to successful startups	3/13/12	815	Photo	Journalism	Peninsula Press	
http://blog.sfgate.com/inthepeninsula/2012/03/26/peninsula-small-businesses-yelping-about-yelp%E2%80%99s-mysterious-algorithm/	Peninsula small businesses yelping about Yelp's mysterious algorithm	3/25/12	1653	Photo	Journalism	SFGate	
http://alumni.stanford.edu/get/page/magazine/article/?article_id=47701	How much recycling actually gets recycled	3/20/12	662	Dataviz	Journalism	Stanford Magazine	
http://blog.sfgate.com/inthepeninsula/2012/01/07/window-opens-for-mavericks-surf-contest-causing-big-waves-for-small-town-photos/	Window opens for Mavericks surf contest, causing big waves for a small town	1/7/12	403	Photo, Video	Journalism	SFGate	
http://www.stanforddaily.com/2011/01/28/oh-sweet-nuthin%E2%80%99-standard-time/	Oh Sweet Nuthin': Standard Time	1/28/11	832	n/a	Opinion	Stanford Daily	
http://www.stanforddaily.com/2010/07/08/oh-sweet-nuthin-peep-psychology/	Oh Sweet Nuthin': Peep Psychology	7/8/10	787	n/a	Opinion	Stanford Daily	
http://www.stanforddaily.com/2010/10/08/oh-sweet-nuthin-theolinguistess/	Oh Sweet Nuthin': Theolinguistess	10/8/10	693	n/a	Opinion	Stanford Daily	
